video_id,id1,id2,question1,question2,answer1,answer2,sim,isEqual
7018,171057,171064,what is a man doing?,what is a man doing?,show,sit,1.000000238418579,0
7018,171057,171065,what is a man doing?,what is a man doing?,show,throw,1.000000238418579,0
7018,171060,171063,what is a peson doing?,what is a person doing?,change,dance,0.9402686357498169,0
7018,171060,171064,what is a peson doing?,what is a man doing?,change,sit,0.901999294757843,0
7018,171060,171065,what is a peson doing?,what is a man doing?,change,throw,0.901999294757843,0
7018,171063,171064,what is a person doing?,what is a man doing?,dance,sit,0.9182429313659668,0
7018,171063,171065,what is a person doing?,what is a man doing?,dance,throw,0.9182429313659668,0
7018,171064,171065,what is a man doing?,what is a man doing?,sit,throw,1.000000238418579,0
7019,171069,171087,what is a person with brown color dress explaining about?,what is a person with brown colour dress doing?,something,explain,0.9119924306869507,0
7019,171077,171078,what is a man with suit doing?,what is a suit man doing?,sit,talk,0.974910318851471,0
7019,171080,171085,what is a man doing?,what is a man doing?,wear,explain,1.000000238418579,0
7020,171093,171094,what is a woman doing?,what is a person doing?,create,prepare,0.9072683453559875,0
7020,171093,171095,what is a woman doing?,what is a woman doing?,create,construct,1.000000238418579,0
7020,171093,171096,what is a woman doing?,what is a woman doing?,create,craft,1.000000238418579,0
7020,171093,171100,what is a woman doing?,what is woman doing?,create,show,1.000000238418579,0
7020,171094,171095,what is a person doing?,what is a woman doing?,prepare,construct,0.9072683453559875,0
7020,171094,171096,what is a person doing?,what is a woman doing?,prepare,craft,0.9072683453559875,0
7020,171094,171098,what is a person doing?,what is doing?,prepare,show,0.9217576384544373,0
7020,171094,171099,what is a person doing?,what is someone doing?,prepare,place,0.945542573928833,0
7020,171094,171100,what is a person doing?,what is woman doing?,prepare,show,0.9072683453559875,0
7020,171094,171101,what is a person doing?,what is doing?,prepare,wrap,0.9217576384544373,0
7020,171094,171107,what is a person doing?,what is someone doing?,prepare,craft,0.945542573928833,0
7020,171095,171096,what is a woman doing?,what is a woman doing?,construct,craft,1.000000238418579,0
7020,171095,171100,what is a woman doing?,what is woman doing?,construct,show,1.000000238418579,0
7020,171096,171100,what is a woman doing?,what is woman doing?,craft,show,1.000000238418579,0
7020,171098,171099,what is doing?,what is someone doing?,show,place,0.9288830757141113,0
7020,171098,171101,what is doing?,what is doing?,show,wrap,1.0000001192092896,0
7020,171098,171107,what is doing?,what is someone doing?,show,craft,0.9288830757141113,0
7020,171099,171101,what is someone doing?,what is doing?,place,wrap,0.9288830757141113,0
7020,171099,171107,what is someone doing?,what is someone doing?,place,craft,0.9999998807907104,0
7020,171101,171107,what is doing?,what is someone doing?,wrap,craft,0.9288830757141113,0
7020,171103,171120,who is placing a leaf on a fake fetus of a baby?,what is someone placing on a fake fetus of a baby?,someone,leaf,0.9167406558990479,0
7020,171108,171114,who makes crafts?,who is making crafts?,woman,woman,0.9228289723396301,1
7021,171128,171130,who hits the ball?,who hits ball?,player,baseball,0.9827657341957092,0
7021,171128,171144,who hits the ball?,who hits a ball to the back of the field?,player,baseball,0.9216558337211609,0
7021,171131,171134,what does baseball player hit?,what does a player hit?,ball,ball,0.9229338765144348,1
7021,171137,171140,what is players doing?,what is bunch of players doing?,hit,play,0.9305734634399414,0
7021,171145,171148,who is hitting the ball in a baseball game?,what is a man hitting in a baseball game?,man,ball,0.9058367609977722,0
7022,171152,171163,what is there is a cute woman doing?,what is there is a woman doing?,walk,walk,0.9274132251739502,1
7022,171162,171170,what is several women walk separately down a runway doing?,what do several women walk separately down a runway wearing?,wear,clothing,0.9411722421646118,0
7023,171173,171175,what is a girl a cream applying in her hand brush for make up beauty facial look still pictures doing?,what is a girl a powder in her hand brush for make up beauty facial look doing?,display,display,0.9583600163459778,1
7024,171183,171186,what is woman doing?,what is a person doing?,clean,bath,0.9072683453559875,0
7024,171183,171189,what is woman doing?,what is woman doing?,clean,put,1.000000238418579,0
7024,171184,171186,what is someone doing?,what is a person doing?,clean,bath,0.945542573928833,0
7024,171186,171189,what is a person doing?,what is woman doing?,bath,put,0.9072683453559875,0
7024,171190,171194,what does a person put toy cat in?,what does a person wash a toy cat with?,tub,brush,0.9153300523757935,0
7024,171207,171208,what kitten getting a bath in a white bath tub?,what do a toy kitten getting in a white bath tub?,toy,bath,0.9572110772132874,0
7024,171210,171211,what is in small toy bathtub with water and bubble and girl washes with scrubber?,who is a toy cat in small toy bathtub with water and bubble and girl washes with?,toy,scrubber,0.9350757598876953,0
7025,171223,171227,what is a young child running naked on?,what is a child running naked across?,beach,gras,0.9236330389976501,0
7026,171232,171234,what is a man in a car doing?,what is a man doing?,talk,explain,0.90708327293396,0
7026,171232,171235,what is a man in a car doing?,what is a man doing?,talk,drive,0.90708327293396,0
7026,171232,171236,what is a man in a car doing?,what is a man doing?,talk,describe,0.90708327293396,0
7026,171233,171234,what is a person doing?,what is a man doing?,talk,explain,0.9182429313659668,0
7026,171233,171235,what is a person doing?,what is a man doing?,talk,drive,0.9182429313659668,0
7026,171233,171236,what is a person doing?,what is a man doing?,talk,describe,0.9182429313659668,0
7026,171234,171235,what is a man doing?,what is a man doing?,explain,drive,1.000000238418579,0
7026,171234,171236,what is a man doing?,what is a man doing?,explain,describe,1.000000238418579,0
7026,171235,171236,what is a man doing?,what is a man doing?,drive,describe,1.000000238418579,0
7026,171238,171251,who talks about the features of the jeep cherokee?,who talks about the features of a jeep cherokee?,guy,man,1.0000001192092896,0
7027,171256,171260,what is a man doing?,what is a man doing?,discus,speak,1.000000238418579,0
7027,171256,171262,what is a man doing?,what is person doing?,discus,watch,0.9182429313659668,0
7027,171256,171264,what is a man doing?,what is someone doing?,discus,begin,0.9145108461380005,0
7027,171256,171266,what is a man doing?,what is a man video doing?,discus,tap,0.920012891292572,0
7027,171258,171266,what is the man in the video doing?,what is a man video doing?,show,tap,0.96453458070755,0
7027,171260,171262,what is a man doing?,what is person doing?,speak,watch,0.9182429313659668,0
7027,171260,171264,what is a man doing?,what is someone doing?,speak,begin,0.9145108461380005,0
7027,171260,171266,what is a man doing?,what is a man video doing?,speak,tap,0.920012891292572,0
7027,171262,171264,what is person doing?,what is someone doing?,watch,begin,0.945542573928833,0
7028,171284,171291,what are four young male singers in coats doing?,what are four young male singers in coats exploring a city in?,explore,asium,0.9364898204803467,0
7028,171287,171305,who is singing?,who is singing song?,man,man,0.9048318862915039,1
7028,171291,171294,what are four young male singers in coats exploring a city in?,what are four young male singers in coats exploring in asia?,asium,city,0.915307343006134,0
7028,171293,171296,where is a guy with a black jacket singing?,what is a guy with a black jacket singing in?,china,china,0.9796487092971802,1
7029,171307,171312,what is squidward doing?,what is someone doing?,pick,watch,0.9288830757141113,0
7029,171307,171313,what is squidward doing?,what is someone doing?,pick,show,0.9288830757141113,0
7029,171312,171313,what is someone doing?,what is someone doing?,watch,show,0.9999998807907104,0
7029,171315,171317,what is a cartoon squid doing?,what is a cartoon squid using?,use,phone,0.9335993528366089,0
7029,171326,171327,what is from spongebob squarepants squidward is taunting spongebob by threatening to make a phone call?,what is the scene from spongebob squarepants is taunting spongebob by threatening to make a phone call?,scene,squidward,0.9718687534332275,0
7029,171326,171328,what is from spongebob squarepants squidward is taunting spongebob by threatening to make a phone call?,what is the scene from spongebob squarepants squidward is taunting by threatening to make a phone call?,scene,spongebob,0.9718687534332275,0
7029,171327,171328,what is the scene from spongebob squarepants is taunting spongebob by threatening to make a phone call?,what is the scene from spongebob squarepants squidward is taunting by threatening to make a phone call?,squidward,spongebob,1.0000001192092896,0
7029,171329,171330,who is making a telephone call while spongebob becomes upset and starts to tear himself in half?,what is squidward making while spongebob becomes upset and starts to tear himself in half?,squidward,telephone,0.9207211136817932,0
7029,171332,171334,what is from spongebob squarepants spongebob is begging him not to?,what is the scene from spongebob squarepants is begging him not to?,scene,spongebob,0.9511398077011108,0
7030,171342,171353,what is a male instructor teaching?,what is a male instructor doing?,dance,teach,0.9164213538169861,0
7030,171349,171364,what is a dance class where an african male providing?,what is a dance class where an african male doing?,instruction,provide,0.9657701253890991,0
7030,171350,171355,who teaches a group how to dance?,who teaches people how to dance?,man,instructor,0.927837073802948,0
7030,171354,171362,what are a group of people doing?,what are some people doing?,dance,dance,0.9372057318687439,1
7031,171365,171374,what are three girls doing?,what are a woman and two kids doing?,dance,exercise,0.9061577916145325,0
7031,171366,171368,what is people doing?,what is kids doing?,jog,play,0.9062207341194153,0
7031,171367,171371,what is mom and two kid doing?,what is a mom and her kids doing?,play,play,0.9136842489242554,1
7031,171370,171374,what are a woman and kids doing?,what are a woman and two kids doing?,dance,exercise,0.9706774950027466,0
7031,171376,171382,where are a woman and kids jogging?,what are a woman and kids jogging in?,place,place,0.9693941473960876,1
7032,171404,171405,what is a man doing?,what is a guy doing?,demonstrate,work,0.9144121408462524,0
7032,171404,171406,what is a man doing?,what is a man doing?,demonstrate,teach,1.000000238418579,0
7032,171404,171407,what is a man doing?,what is a man doing?,demonstrate,show,1.000000238418579,0
7032,171404,171408,what is a man doing?,what is someone doing?,demonstrate,repair,0.9145108461380005,0
7032,171404,171409,what is a man doing?,what is a man doing?,demonstrate,explain,1.000000238418579,0
7032,171405,171406,what is a guy doing?,what is a man doing?,work,teach,0.9144121408462524,0
7032,171405,171407,what is a guy doing?,what is a man doing?,work,show,0.9144121408462524,0
7032,171405,171408,what is a guy doing?,what is someone doing?,work,repair,0.9261146187782288,0
7032,171405,171409,what is a guy doing?,what is a man doing?,work,explain,0.9144121408462524,0
7032,171406,171407,what is a man doing?,what is a man doing?,teach,show,1.000000238418579,0
7032,171406,171408,what is a man doing?,what is someone doing?,teach,repair,0.9145108461380005,0
7032,171406,171409,what is a man doing?,what is a man doing?,teach,explain,1.000000238418579,0
7032,171407,171408,what is a man doing?,what is someone doing?,show,repair,0.9145108461380005,0
7032,171407,171409,what is a man doing?,what is a man doing?,show,explain,1.000000238418579,0
7032,171408,171409,what is someone doing?,what is a man doing?,repair,explain,0.9145108461380005,0
7033,171410,171433,what is a gentleman with green and black dress explaining about?,what is a gentleman with green and black dress doing?,something,explain,0.9490199685096741,0
7033,171411,171422,what is a man in a green shirt out?,what is a guy in a green shirt doing?,side,talk,0.9048718810081482,0
7033,171414,171415,what is a coach leaning the body in while taking first few steps on running?,what is a coach leaning in front while taking first few steps on running?,front,body,0.9673961400985718,0
7033,171414,171418,what is a coach leaning the body in while taking first few steps on running?,who is leaning the body in front while taking first few steps on running?,front,coach,0.9444555044174194,0
7033,171415,171418,what is a coach leaning in front while taking first few steps on running?,who is leaning the body in front while taking first few steps on running?,body,coach,0.9366471767425537,0
7033,171420,171421,who do a green color dress wearing showing steps on road angle how to do position displaying on screen?,what dress wearing cloth man showing steps on road angle how to do position displaying on screen?,man,color,0.9472294449806213,0
7033,171425,171427,what is the man doing?,what is a man doing?,wear,stand,0.985351026058197,0
7033,171425,171429,what is the man doing?,what is a man doing?,wear,talk,0.985351026058197,0
7033,171425,171431,what is the man doing?,what is a man doing?,wear,exercise,0.985351026058197,0
7033,171425,171442,what is the man doing?,what is a man talking?,wear,something,0.9025173783302307,0
7033,171427,171428,what is a man doing?,what is a guy doing?,stand,wear,0.9144121408462524,0
7033,171427,171429,what is a man doing?,what is a man doing?,stand,talk,1.000000238418579,0
7033,171427,171431,what is a man doing?,what is a man doing?,stand,exercise,1.000000238418579,0
7033,171427,171442,what is a man doing?,what is a man talking?,stand,something,0.9068264365196228,0
7033,171428,171429,what is a guy doing?,what is a man doing?,wear,talk,0.9144121408462524,0
7033,171428,171431,what is a guy doing?,what is a man doing?,wear,exercise,0.9144121408462524,0
7033,171429,171431,what is a man doing?,what is a man doing?,talk,exercise,1.000000238418579,0
7033,171429,171442,what is a man doing?,what is a man talking?,talk,something,0.9068264365196228,0
7033,171431,171442,what is a man doing?,what is a man talking?,exercise,something,0.9068264365196228,0
7034,171445,171449,what is man in black shirt doing?,what is a man in a blak shirt doing?,talk,sit,0.9590365290641785,0
7034,171445,171452,what is man in black shirt doing?,what is there is a black tshirt man doing?,talk,show,0.9064630270004272,0
7034,171445,171476,what is man in black shirt doing?,what is man in black shirt talking about?,talk,toy,0.9336457848548889,0
7034,171447,171451,what is a man doing?,what is a man doing?,tos,wear,1.000000238418579,0
7034,171447,171454,what is a man doing?,what is a man doing?,tos,hold,1.000000238418579,0
7034,171447,171455,what is a man doing?,what is a boy doing?,tos,talk,0.9252743721008301,0
7034,171447,171457,what is a man doing?,what is person doing?,tos,stand,0.9182429313659668,0
7034,171447,171473,what is a man doing?,what is a man having?,tos,doll,0.9009688496589661,0
7034,171448,171457,what is a person in black t-shirt doing?,what is person doing?,describe,stand,0.9109897613525391,0
7034,171451,171454,what is a man doing?,what is a man doing?,wear,hold,1.000000238418579,0
7034,171451,171455,what is a man doing?,what is a boy doing?,wear,talk,0.9252743721008301,0
7034,171451,171457,what is a man doing?,what is person doing?,wear,stand,0.9182429313659668,0
7034,171451,171473,what is a man doing?,what is a man having?,wear,doll,0.9009688496589661,0
7034,171452,171453,what is there is a black tshirt man doing?,what is a tshirt young man doing?,show,talk,0.9201321601867676,0
7034,171454,171455,what is a man doing?,what is a boy doing?,hold,talk,0.9252743721008301,0
7034,171454,171457,what is a man doing?,what is person doing?,hold,stand,0.9182429313659668,0
7034,171454,171473,what is a man doing?,what is a man having?,hold,doll,0.9009688496589661,0
7034,171462,171463,who is a clip of a snake getting hit shown holds a baby with back commentary universal studio logo with transition into next segment?,what is a clip of a snake getting hit shown man holds a baby with back commentary universal studio logo with into next segment?,man,transition,0.975972592830658,0
7034,171462,171465,who is a clip of a snake getting hit shown holds a baby with back commentary universal studio logo with transition into next segment?,what is a clip of a snake getting hit shown man holds a baby with back commentary universal studio logo with transition into?,man,segment,0.9699575304985046,0
7034,171463,171465,what is a clip of a snake getting hit shown man holds a baby with back commentary universal studio logo with into next segment?,what is a clip of a snake getting hit shown man holds a baby with back commentary universal studio logo with transition into?,transition,segment,0.9738303422927856,0
7034,171464,171467,who has a show about odd news including a person handling poison snakes?,what does youtuber have a show about including a person handling poison snakes?,youtuber,news,0.9032018184661865,0
7034,171468,171472,who is talking holds a boy toy by its leg?,what is a boy talking holds by its leg?,boy,boy,0.9206513166427612,1
7034,171468,171479,who is talking holds a boy toy by its leg?,what is a boy talking holds a boy toy by?,boy,leg,0.9092950224876404,0
7035,171480,171481,what is person doing?,what is man doing?,play,play,0.9182429313659668,1
7035,171480,171482,what is person doing?,what is a guy doing?,play,speak,0.9047377705574036,0
7035,171480,171488,what is person doing?,what is a man doing?,play,play,0.9182429313659668,1
7035,171480,171489,what is person doing?,what is there is someone doing?,play,play,0.9079325199127197,1
7035,171481,171482,what is man doing?,what is a guy doing?,play,speak,0.9144121408462524,0
7035,171481,171488,what is man doing?,what is a man doing?,play,play,1.000000238418579,1
7035,171482,171488,what is a guy doing?,what is a man doing?,speak,play,0.9144121408462524,0
7035,171482,171489,what is a guy doing?,what is there is someone doing?,speak,play,0.9001083970069885,0
7035,171483,171511,what are a person demonstrates a describes a colorful video game that they doing?,who demonstrates a describes a colorful video game that they are playing?,play,person,0.9218761920928955,0
7035,171490,171505,who is playing a video game?,who is playing a game?,man,person,0.9282209277153015,0
7035,171498,171499,what is person playing?,what is a man playing?,game,video,0.914107620716095,0
7035,171504,171512,who is playing a game with weapons on the computer?,what is man playing with weapons on the computer?,man,game,0.9287363886833191,0
7035,171504,171513,who is playing a game with weapons on the computer?,what is man playing a game with weapons on?,man,computer,0.909792423248291,0
7035,171512,171513,what is man playing with weapons on the computer?,what is man playing a game with weapons on?,game,computer,0.9269734621047974,0
7035,171514,171515,what is a man playing world of with many other players?,what is a man playing with many other players?,warcraft,warcraft,0.9723110198974609,1
7036,171516,171523,where is an asian building being filmed?,what is an asian building being filmed in?,place,place,0.9770554304122925,1
7036,171527,171528,what is person doing?,what is person doing?,present,record,1.0000001192092896,0
7037,171533,171541,what are they doing?,what are people doing?,play,play,0.9271335601806641,1
7038,171557,171558,what is boiling in the fry pan crab is put into it and after boiling its taken out?,who is some yellow liquid boiling in pan crab is put into it and after boiling its taken out?,liquid,fry,0.9411794543266296,0
7038,171561,171562,what is a person frying some food items to be served in?,who is frying some food items to be served in a kitchen?,kitchen,person,0.9345374703407288,0
7038,171565,171566,what is someone adding many ingredients in the hot pan in?,who is adding many ingredients in the hot pan in a kitchen?,kitchen,someone,0.9259131550788879,0
7038,171572,171573,what is a person doing?,what is someone doing?,melt,stir,0.945542573928833,0
7038,171572,171574,what is a person doing?,what is a person doing?,melt,explain,1.0000001192092896,0
7038,171573,171574,what is someone doing?,what is a person doing?,stir,explain,0.945542573928833,0
7039,171576,171577,what are women walking a fashion show runway to?,what are women walking runway to music?,music,fashion,0.9183101058006287,0
7039,171590,171592,what are girls doing?,what are women doing?,walk,walk,0.9184361696243286,1
7040,171594,171618,what are two people explaining using a whiteboard?,how many people are explaining something using a whiteboard?,something,two,0.9454234838485718,0
7040,171596,171613,what is two people doing?,what are people doing?,discus,talk,0.9228775501251221,0
7040,171596,171614,what is two people doing?,what are people doing?,discus,use,0.9228775501251221,0
7040,171596,171616,what is two people doing?,what are two people doing?,discus,explain,0.9481277465820312,0
7040,171603,171607,what is a man and a woman doing?,what is a man and woman doing?,write,discus,0.9999999403953552,0
7040,171603,171608,what is a man and a woman doing?,what is a man and woman doing?,write,laugh,0.9999999403953552,0
7040,171603,171609,what is a man and a woman doing?,what is a man doing?,write,demonstrate,0.9380496144294739,0
7040,171603,171610,what is a man and a woman doing?,what is a man doing?,write,draw,0.9380496144294739,0
7040,171603,171611,what is a man and a woman doing?,what is a man woman doing?,write,talk,0.9999999403953552,0
7040,171606,171609,what is a boy doing?,what is a man doing?,explain,demonstrate,0.9252743721008301,0
7040,171606,171610,what is a boy doing?,what is a man doing?,explain,draw,0.9252743721008301,0
7040,171607,171608,what is a man and woman doing?,what is a man and woman doing?,discus,laugh,0.9999999403953552,0
7040,171607,171609,what is a man and woman doing?,what is a man doing?,discus,demonstrate,0.9380496144294739,0
7040,171607,171610,what is a man and woman doing?,what is a man doing?,discus,draw,0.9380496144294739,0
7040,171607,171611,what is a man and woman doing?,what is a man woman doing?,discus,talk,0.9999999403953552,0
7040,171608,171609,what is a man and woman doing?,what is a man doing?,laugh,demonstrate,0.9380496144294739,0
7040,171608,171610,what is a man and woman doing?,what is a man doing?,laugh,draw,0.9380496144294739,0
7040,171608,171611,what is a man and woman doing?,what is a man woman doing?,laugh,talk,0.9999999403953552,0
7040,171609,171610,what is a man doing?,what is a man doing?,demonstrate,draw,1.000000238418579,0
7040,171609,171611,what is a man doing?,what is a man woman doing?,demonstrate,talk,0.9380496144294739,0
7040,171609,171615,what is a man doing?,what is a person doing?,demonstrate,explain,0.9182429313659668,0
7040,171610,171611,what is a man doing?,what is a man woman doing?,draw,talk,0.9380496144294739,0
7040,171610,171615,what is a man doing?,what is a person doing?,draw,explain,0.9182429313659668,0
7040,171613,171614,what are people doing?,what are people doing?,talk,use,1.0000001192092896,0
7040,171613,171616,what are people doing?,what are two people doing?,talk,explain,0.957541823387146,0
7040,171614,171616,what are people doing?,what are two people doing?,use,explain,0.957541823387146,0
7041,171623,171625,what are a large group of people dancing in?,what are a group of people dancing in?,room,room,0.9621350765228271,1
7041,171626,171631,what are some couples doing?,what are couples doing?,dance,dance,0.9722098112106323,1
7041,171627,171628,what are young people doing?,what is there are people doing?,dance,dance,0.904825747013092,1
7041,171627,171633,what are young people doing?,what are children doing?,dance,dance,0.9102967977523804,1
7041,171627,171637,what are young people doing?,what are a group of people doing?,dance,dance,0.9274362921714783,1
7041,171628,171632,what is there are people doing?,what is bunch of people doing?,dance,dance,0.9074845314025879,1
7041,171628,171637,what is there are people doing?,what are a group of people doing?,dance,dance,0.9043027758598328,1
7041,171632,171637,what is bunch of people doing?,what are a group of people doing?,dance,dance,0.9087079763412476,1
7041,171635,171637,what are a large group of people doing?,what are a group of people doing?,dance,dance,0.9543231725692749,1
7042,171640,171643,what are two woman hugging in?,what are women hugging in?,bedroom,room,0.9006763696670532,0
7043,171657,171677,what is driving on the road?,what is on the road?,blue,car,0.9308934211730957,0
7043,171657,171679,what is driving on the road?,what is driving down the road?,blue,car,0.9482601284980774,0
7043,171657,171682,what is driving on the road?,what is running on the road?,blue,google,0.9058406352996826,0
7043,171669,171670,what is a car doing?,what is a blue car doing?,drive,drive,0.9144521951675415,1
7043,171677,171682,what is on the road?,what is running on the road?,car,google,0.9446519613265991,0
7044,171683,171684,what is a woman doing?,what is a lady doing?,discus,talk,0.9057594537734985,0
7044,171683,171685,what is a woman doing?,what is a woman doing?,discus,stand,1.000000238418579,0
7044,171683,171688,what is a woman doing?,what is a black woman doing?,discus,lean,0.9302175045013428,0
7044,171684,171685,what is a lady doing?,what is a woman doing?,talk,stand,0.9057594537734985,0
7044,171685,171688,what is a woman doing?,what is a black woman doing?,stand,lean,0.9302175045013428,0
7044,171686,171687,what is a black women doing?,what is a black women doing?,show,tell,1.0000001192092896,0
7044,171686,171688,what is a black women doing?,what is a black woman doing?,show,lean,0.9235556721687317,0
7044,171687,171688,what is a black women doing?,what is a black woman doing?,tell,lean,0.9235556721687317,0
7044,171688,171689,what is a black woman doing?,what is a black african woman doing?,lean,talk,0.9025763869285583,0
7044,171688,171691,what is a black woman doing?,what is black woman in dress doing?,lean,talk,0.9274744391441345,0
7044,171689,171697,what is a black african woman doing?,what is a black african woman talking inside of?,talk,room,0.9371178150177002,0
7045,171698,171702,what is a person doing?,what is a man doing?,explain,shoot,0.9182429313659668,0
7045,171698,171703,what is a person doing?,what is a man doing?,explain,talk,0.9182429313659668,0
7045,171698,171711,what is a person doing?,what is man doing?,explain,use,0.9182429313659668,0
7045,171702,171703,what is a man doing?,what is a man doing?,shoot,talk,1.000000238418579,0
7045,171702,171711,what is a man doing?,what is man doing?,shoot,use,1.000000238418579,0
7045,171703,171711,what is a man doing?,what is man doing?,talk,use,1.000000238418579,0
7045,171709,171710,who is taking photos?,who is taking pictures?,man,man,0.9653120636940002,1
7046,171714,171718,what is a video doing?,what is video doing?,show,show,1.0000001192092896,1
7046,171719,171722,what is a vector type of image is shown doing?,what is a vector type of image shown alternating with?,alternate,song,0.9081832766532898,0
7047,171734,171742,what is person doing?,what is a man doing?,present,blow,0.9182429313659668,0
7047,171735,171741,what is a two woman doing?,what is two woman doing?,talk,look,0.9999999403953552,0
7047,171735,171742,what is a two woman doing?,what is a man doing?,talk,blow,0.9089329242706299,0
7047,171736,171754,what are clothing and purses are hung up for display near some trees two women doing?,what are hung up for display near some trees two women are speaking?,speak,clothing,0.9049287438392639,0
7047,171736,171757,what are clothing and purses are hung up for display near some trees two women doing?,how many women are clothing and purses hung up for display near some trees are speaking?,speak,two,0.9641445279121399,0
7047,171737,171738,what are two ladies doing?,what is two ladies doing?,watch,look,0.9480686783790588,0
